Rank,State,County-equivalent,Per capita,Median,Median,Population,Number of
,,,income,household,family,,households
,,,,income,income,,
983,Oregon,Gilliam,"$25,320 ","$44,743 ","$56,667 ","1,915",883
984,Iowa,Poweshiek,"$25,318 ","$50,349 ","$66,827 ","18,804","7,488"
985,Iowa,Tama,"$25,311 ","$51,670 ","$60,657 ","17,661","6,794"
986,Virginia,Newport News City,"$25,310 ","$51,027 ","$59,514 ","181,025","69,211"
987,Minnesota,Yellow Medicine,"$25,303 ","$52,510 ","$61,389 ","10,294","4,135"
988,Missouri,Andrew,"$25,302 ","$54,336 ","$67,006 ","17,319","6,691"
989,Georgia,Henry,"$25,299 ","$60,781 ","$67,683 ","206,349","69,238"
990,Oklahoma,McClain,"$25,293 ","$54,426 ","$67,537 ","35,155","12,749"
991,New York,Kings,"$25,289 ","$46,085 ","$51,581 ","2,539,789","916,025"
992,Wisconsin,Eau Claire,"$25,287 ","$48,090 ","$67,630 ","99,788","39,754"
993,Minnesota,Cass,"$25,287 ","$45,045 ","$53,277 ","28,485","12,906"
,North Carolina,,"$25,284 ","$46,334 ","$56,928 ","9,651,380","3,715,565"
994,Wisconsin,Kewaunee,"$25,282 ","$53,588 ","$67,033 ","20,578","8,145"
995,Indiana,Allen,"$25,279 ","$49,370 ","$60,867 ","358,324","138,212"
996,Wisconsin,Green Lake,"$25,275 ","$46,994 ","$60,358 ","19,042","8,001"
997,Iowa,Butler,"$25,269 ","$52,026 ","$63,153 ","14,909","6,189"
998,Arizona,Pima,"$25,269 ","$45,841 ","$57,757 ","986,891","384,041"
999,Nebraska,Nemaha,"$25,269 ","$42,672 ","$68,516 ","7,207","3,001"
1000,Nebraska,Frontier,"$25,262 ","$50,227 ","$58,636 ","2,568","1,086"
1001,Kansas,Marshall,"$25,262 ","$44,032 ","$60,625 ","10,057","4,345"
1002,Nebraska,Keya Paha,"$25,251 ","$36,923 ","$44,231 ",698,354
1003,Minnesota,Fillmore,"$25,249 ","$50,657 ","$64,379 ","20,870","8,422"
1004,North Carolina,Cabarrus,"$25,247 ","$53,551 ","$66,058 ","181,415","64,713"
1005,Virginia,Hampton City,"$25,247 ","$50,705 ","$62,991 ","136,957","52,511"
1006,Virginia,Westmoreland,"$25,245 ","$49,157 ","$55,966 ","17,532","7,130"
1007,South Dakota,Hamlin,"$25,233 ","$55,563 ","$63,659 ","5,925","2,041"
1008,New York,Madison,"$25,230 ","$53,589 ","$66,688 ","72,839","26,565"
1009,Illinois,Crawford,"$25,214 ","$46,216 ","$59,235 ","19,707","7,731"
1010,Nebraska,Knox,"$25,214 ","$42,230 ","$54,286 ","8,617","3,776"
1011,Nebraska,Cherry,"$25,213 ","$45,464 ","$54,185 ","5,735","2,618"
1012,Maryland,Caroline,"$25,211 ","$58,632 ","$66,471 ","32,871","11,806"
1013,Nebraska,Burt,"$25,203 ","$46,817 ","$62,449 ","6,748","2,899"
1014,Georgia,Houston,"$25,195 ","$54,893 ","$66,233 ","143,205","52,330"
1015,Oregon,Lincoln,"$25,194 ","$42,365 ","$53,750 ","46,070","20,913"
1016,Texas,Cooke,"$25,186 ","$50,067 ","$59,160 ","38,484","14,466"
1017,Nebraska,Antelope,"$25,186 ","$43,518 ","$54,688 ","6,600","2,855"
1018,Arizona,Yavapai,"$25,186 ","$42,987 ","$53,015 ","211,968","91,349"
,Georgia,,"$25,182 ","$49,179 ","$58,755 ","9,810,417","3,518,097"
1019,Oregon,Hood River,"$25,181 ","$56,725 ","$64,422 ","22,427","8,144"
1020,Mississippi,DeSoto,"$25,176 ","$58,505 ","$64,822 ","163,975","57,979"
1021,Iowa,Hardin,"$25,153 ","$49,342 ","$64,360 ","17,453","7,061"
1022,Minnesota,Wilkin,"$25,148 ","$50,507 ","$62,835 ","6,576","2,685"
1023,Missouri,Christian,"$25,134 ","$52,838 ","$60,493 ","78,724","29,652"
1024,Virginia,Shenandoah,"$25,134 ","$49,625 ","$57,422 ","42,270","17,397"
1025,Wisconsin,Douglas,"$25,129 ","$45,418 ","$59,716 ","43,994","18,933"
1026,Texas,Lee,"$25,123 ","$51,534 ","$66,352 ","16,603","6,078"
1027,Wyoming,Big Horn,"$25,119 ","$52,589 ","$61,910 ","11,741","4,462"
1028,Kansas,Haskell,"$25,114 ","$52,415 ","$60,125 ","4,219","1,411"
1029,Virginia,Washington County,"$25,109 ","$41,897 ","$54,606 ","54,804","22,755"
1030,New York,Oneida,"$25,103 ","$48,729 ","$62,090 ","234,206","91,075"
1031,Missouri,Clinton,"$25,100 ","$53,826 ","$64,341 ","20,659","8,089"
1032,Virginia,Amelia,"$25,100 ","$52,885 ","$61,403 ","12,712","4,808"
1033,Illinois,Iroquois,"$25,098 ","$47,079 ","$58,930 ","29,446","11,892"
1034,Nebraska,Keith,"$25,097 ","$41,970 ","$58,047 ","8,247","3,786"
1035,Indiana,Tipton,"$25,093 ","$52,686 ","$60,757 ","15,834","6,622"
1036,Georgia,Chatham,"$25,093 ","$45,794 ","$55,978 ","271,102","102,484"
1037,Tennessee,Rutherford,"$25,077 ","$55,401 ","$66,755 ","269,407","96,731"
1038,Louisiana,Livingston,"$25,076 ","$56,811 ","$66,164 ","130,192","46,246"
1039,Iowa,Clayton,"$25,074 ","$47,494 ","$57,348 ","17,990","7,707"
1040,Minnesota,Faribault,"$25,065 ","$44,264 ","$56,849 ","14,430","6,331"
1041,Iowa,Winneshiek,"$25,062 ","$53,122 ","$66,694 ","21,038","8,042"
1042,Michigan,Barry,"$25,059 ","$52,186 ","$63,064 ","59,121","22,610"
1043,Iowa,Palo Alto,"$25,055 ","$44,663 ","$60,550 ","9,352","3,948"
1044,Nebraska,Box Butte,"$25,046 ","$46,373 ","$58,521 ","11,312","4,860"
1045,Iowa,Muscatine,"$25,038 ","$51,425 ","$60,616 ","42,798","16,410"
1046,Colorado,Lake,"$25,029 ","$44,610 ","$57,267 ","7,332","3,079"
1047,Alabama,Limestone,"$25,020 ","$48,619 ","$57,858 ","85,264","31,794"
1048,Wisconsin,Trempealeau,"$25,017 ","$49,143 ","$61,196 ","29,098","11,745"
1049,Texas,Burnet,"$24,998 ","$48,115 ","$58,125 ","43,230","16,588"
1050,Ohio,Montgomery,"$24,997 ","$43,401 ","$55,971 ","536,433","222,578"
1051,California,Sierra,"$24,996 ","$39,009 ","$52,454 ","3,127","1,253"
1052,Minnesota,Mower,"$24,990 ","$46,004 ","$61,094 ","39,252","15,855"
1053,Colorado,Washington County,"$24,977 ","$44,683 ","$55,606 ","4,796","2,019"
1054,Alabama,Montgomery,"$24,975 ","$44,790 ","$56,684 ","228,980","88,844"
1055,Wisconsin,Portage,"$24,972 ","$50,996 ","$65,214 ","70,136","27,975"
1056,New York,Sullivan,"$24,963 ","$48,089 ","$60,166 ","77,134","29,531"
1057,Texas,Kaufman,"$24,954 ","$61,194 ","$67,995 ","105,220","34,922"
1058,Illinois,Livingston,"$24,952 ","$54,614 ","$64,978 ","38,687","14,446"
1059,Kansas,Stevens,"$24,950 ","$54,494 ","$63,438 ","5,713","1,936"
1060,Minnesota,Aitkin,"$24,939 ","$41,617 ","$50,684 ","16,032","7,741"
1061,Kansas,Saline,"$24,935 ","$47,215 ","$55,970 ","55,633","22,173"
1062,Maryland,Garrett,"$24,932 ","$45,206 ","$56,341 ","30,014","11,974"
1063,Louisiana,St. James,"$24,930 ","$55,443 ","$63,632 ","21,916","7,786"
1064,Iowa,Allamakee,"$24,926 ","$48,831 ","$56,269 ","14,242","5,862"
1065,Oklahoma,Woodward,"$24,922 ","$51,867 ","$63,096 ","20,483","7,382"
1066,Montana,Carter,"$24,921 ","$39,659 ","$60,000 ","1,241",495
1067,Iowa,Jasper,"$24,905 ","$50,513 ","$63,418 ","36,710","14,826"
1068,Kansas,Pottawatomie,"$24,892 ","$56,854 ","$71,259 ","22,009","7,974"
1069,Indiana,Kosciusko,"$24,881 ","$50,859 ","$60,725 ","77,527","29,705"
1070,Minnesota,Hubbard,"$24,880 ","$45,961 ","$55,744 ","20,440","8,670"
1071,New Mexico,De Baca,"$24,879 ","$37,660 ","$46,534 ","1,975",689
1072,Florida,Orange,"$24,877 ","$47,581 ","$56,830 ","1,175,416","415,790"
1073,Oklahoma,Wagoner,"$24,874 ","$55,723 ","$63,730 ","74,077","27,016"
1074,Pennsylvania,Carbon,"$24,861 ","$48,900 ","$57,049 ","65,074","25,903"
1075,Oklahoma,Dewey,"$24,860 ","$46,488 ","$57,868 ","4,800","1,830"
1076,Florida,Alachua,"$24,857 ","$42,149 ","$62,139 ","249,848","96,043"
1077,Delaware,Kent,"$24,851 ","$55,149 ","$64,414 ","165,030","58,524"
1078,Wisconsin,Washburn,"$24,850 ","$41,924 ","$52,635 ","15,842","7,348"
1079,Texas,Kent,"$24,839 ","$46,875 ","$56,016 ",913,401
1080,Louisiana,West Baton Rouge,"$24,838 ","$50,926 ","$64,567 ","24,012","8,820"
1081,Nebraska,Sherman,"$24,837 ","$41,835 ","$51,469 ","3,129","1,369"
1082,New York,Broome,"$24,835 ","$45,958 ","$59,345 ","199,298","79,763"
1083,Michigan,Benzie,"$24,831 ","$47,366 ","$54,971 ","17,474","7,682"
1084,Nebraska,Pierce,"$24,830 ","$51,924 ","$62,143 ","7,211","2,916"
1085,Nebraska,Buffalo,"$24,830 ","$50,963 ","$67,076 ","46,885","17,705"
1086,Georgia,Effingham,"$24,824 ","$63,030 ","$69,450 ","52,961","17,830"
1087,Texas,Johnson,"$24,816 ","$57,535 ","$65,392 ","152,384","52,044"
1088,Michigan,Keweenaw,"$24,802 ","$39,038 ","$50,250 ","2,181","1,014"
1089,Louisiana,Lafourche,"$24,798 ","$50,572 ","$59,941 ","96,755","35,072"
1090,Pennsylvania,Luzerne,"$24,793 ","$44,402 ","$58,150 ","320,827","130,880"
1091,Missouri,Jefferson,"$24,792 ","$54,845 ","$64,116 ","219,636","80,812"
1092,Kansas,Osage,"$24,789 ","$50,205 ","$62,512 ","16,260","6,558"
1093,Texas,Schleicher,"$24,787 ","$50,648 ","$70,556 ","3,316","1,078"
1094,Kentucky,Ballard,"$24,781 ","$44,588 ","$56,414 ","8,282","3,327"
1095,Nebraska,Jefferson,"$24,777 ","$44,843 ","$57,234 ","7,563","3,301"
1096,California,Monterey,"$24,775 ","$59,168 ","$63,669 ","420,569","125,428"
1097,Ohio,Fulton,"$24,771 ","$52,856 ","$63,355 ","42,601","16,285"
1098,Colorado,Delta,"$24,771 ","$42,078 ","$51,539 ","30,659","12,671"
1099,South Carolina,Aiken,"$24,769 ","$44,509 ","$56,150 ","161,710","63,388"
1100,Wyoming,Albany,"$24,758 ","$42,774 ","$67,949 ","36,745","15,257"
1101,Michigan,Ingham,"$24,754 ","$45,321 ","$62,971 ","281,531","108,823"
1102,Virginia,Staunton City,"$24,753 ","$38,501 ","$61,671 ","23,989","10,495"
1103,Maryland,Baltimore City,"$24,750 ","$41,385 ","$50,151 ","621,445","241,455"
1104,Missouri,Atchison,"$24,748 ","$44,426 ","$54,247 ","5,605","2,448"
1105,Missouri,Franklin,"$24,742 ","$48,857 ","$60,741 ","101,569","39,263"
1106,Texas,Orange,"$24,736 ","$49,507 ","$59,926 ","82,372","31,162"
1107,Texas,San Jacinto,"$24,733 ","$46,107 ","$53,569 ","26,669","9,425"
1108,Montana,Cascade,"$24,727 ","$44,963 ","$58,565 ","81,621","33,430"
1109,Nevada,Churchill,"$24,716 ","$49,830 ","$60,951 ","24,572","9,253"
1110,Kansas,Edwards,"$24,714 ","$46,551 ","$55,114 ","2,998","1,269"
1111,Colorado,San Juan,"$24,711 ","$39,583 ","$53,194 ",659,321
1112,New York,Cayuga,"$24,702 ","$51,581 ","$63,082 ","79,767","31,311"
1113,Texas,Victoria,"$24,700 ","$50,364 ","$56,062 ","88,068","32,072"
1114,Texas,Montague,"$24,699 ","$44,231 ","$55,267 ","19,668","8,038"
1115,Missouri,Warren,"$24,692 ","$50,830 ","$64,196 ","32,667","12,572"
1116,Idaho,Kootenai,"$24,685 ","$49,002 ","$56,911 ","140,785","55,679"
1117,Kansas,Russell,"$24,683 ","$37,111 ","$48,132 ","6,945","3,317"
1118,Kansas,Morris,"$24,680 ","$47,445 ","$57,161 ","5,869","2,503"
1119,New York,Clinton,"$24,676 ","$50,282 ","$63,665 ","81,865","31,901"
1120,Wisconsin,Lincoln,"$24,669 ","$49,021 ","$61,366 ","28,650","12,513"
1121,Virginia,Norfolk City,"$24,659 ","$44,747 ","$51,986 ","244,090","85,557"
1122,Washington,Asotin,"$24,659 ","$43,175 ","$55,321 ","21,802","9,058"
1123,Illinois,Macoupin,"$24,658 ","$49,590 ","$60,309 ","47,462","19,254"
1124,Iowa,Osceola,"$24,653 ","$48,659 ","$63,939 ","6,335","2,676"
1125,North Dakota,Dickey,"$24,644 ","$47,359 ","$62,298 ","5,264","2,178"
1126,Nebraska,Merrick,"$24,639 ","$50,859 ","$56,185 ","7,802","3,316"
1127,Hawaii,Hawaii County,"$24,635 ","$51,250 ","$59,862 ","187,044","64,909"
,Indiana,,"$24,635 ","$48,248 ","$59,911 ","6,514,861","2,481,793"
1128,Wisconsin,Chippewa,"$24,628 ","$50,551 ","$61,420 ","62,676","24,456"
1129,Nebraska,Custer,"$24,615 ","$44,873 ","$56,136 ","10,872","4,738"
1130,Indiana,Whitley,"$24,613 ","$51,914 ","$61,149 ","33,274","13,094"
1131,North Carolina,Polk,"$24,611 ","$44,745 ","$53,909 ","20,381","8,788"
1132,Michigan,Dickinson,"$24,611 ","$44,136 ","$53,342 ","26,201","11,432"
1133,Montana,Park,"$24,611 ","$42,426 ","$56,960 ","15,621","6,445"
1134,South Dakota,Davison,"$24,597 ","$48,341 ","$62,438 ","19,622","8,471"
1135,Nebraska,Madison,"$24,593 ","$46,566 ","$58,592 ","34,995","13,867"
1136,Iowa,Floyd,"$24,590 ","$43,826 ","$56,004 ","16,177","7,007"
1137,Nebraska,Dodge,"$24,588 ","$48,626 ","$57,827 ","36,675","15,221"
1138,Alaska,Prince of Wales-Hyder Census Area,"$24,581 ","$46,071 ","$53,333 ","5,672","2,240"
1139,Colorado,Moffat,"$24,577 ","$53,231 ","$68,822 ","13,447","5,062"
1140,Oregon,Wheeler,"$24,575 ","$37,974 ","$46,875 ","1,292",625
1141,Wisconsin,Dodge,"$24,573 ","$53,075 ","$64,923 ","88,598","33,173"
1142,Alabama,Autauga,"$24,571 ","$53,682 ","$66,349 ","54,907","20,071"
1143,Texas,Hartley,"$24,566 ","$65,750 ","$75,527 ","6,076","1,748"
1144,Nebraska,Kimball,"$24,565 ","$42,180 ","$52,276 ","3,779","1,641"
1145,Tennessee,Anderson,"$24,561 ","$43,620 ","$55,940 ","75,263","30,548"
1146,Virginia,Franklin County,"$24,557 ","$45,624 ","$55,970 ","56,195","23,358"
1147,Iowa,Monona,"$24,557 ","$42,025 ","$57,292 ","9,208","3,981"
1148,Nebraska,Gage,"$24,555 ","$47,654 ","$61,483 ","22,055","9,133"
1149,South Dakota,Grant,"$24,554 ","$48,896 ","$57,699 ","7,307","3,159"
1150,Minnesota,Pennington,"$24,554 ","$45,633 ","$61,448 ","14,008","5,806"
1151,Minnesota,Clay,"$24,550 ","$52,410 ","$68,533 ","59,638","22,463"
1152,Kansas,Nemaha,"$24,550 ","$47,122 ","$61,696 ","10,149","4,117"
1153,Missouri,Ray,"$24,549 ","$52,698 ","$63,014 ","23,290","8,735"
1154,Iowa,Winnebago,"$24,547 ","$45,603 ","$61,599 ","10,732","4,591"
1155,North Carolina,Haywood,"$24,536 ","$41,557 ","$52,014 ","58,951","26,608"
1156,Indiana,Carroll,"$24,531 ","$50,542 ","$60,427 ","20,109","7,995"
1157,Kentucky,Boyd,"$24,530 ","$40,379 ","$53,328 ","49,314","19,530"
1158,Illinois,Whiteside,"$24,525 ","$47,667 ","$58,305 ","58,150","23,370"
1159,Kentucky,Clark,"$24,524 ","$45,853 ","$57,583 ","35,608","14,498"
1160,Iowa,Mitchell,"$24,518 ","$51,078 ","$66,895 ","10,739","4,389"
1161,Iowa,Hamilton,"$24,510 ","$43,589 ","$58,135 ","15,486","6,395"
1162,Kansas,Hamilton,"$24,510 ","$43,357 ","$51,953 ","2,645","1,076"
1163,Iowa,Monroe,"$24,508 ","$45,997 ","$56,887 ","8,010","3,361"
1164,Kansas,Clay,"$24,503 ","$45,233 ","$57,236 ","8,500","3,407"
1165,Nebraska,Rock,"$24,501 ","$43,500 ","$55,625 ","1,436",666
1166,Wisconsin,Buffalo,"$24,500 ","$47,384 ","$58,708 ","13,466","5,777"
1167,Florida,Bay,"$24,498 ","$47,461 ","$57,295 ","170,704","67,561"
1168,Florida,Flagler,"$24,497 ","$47,233 ","$53,823 ","97,301","35,647"
1169,Nebraska,Cuming,"$24,496 ","$47,500 ","$58,654 ","9,095","3,822"
1170,South Carolina,Dorchester,"$24,495 ","$53,857 ","$62,753 ","139,802","50,321"
1171,Illinois,Winnebago,"$24,495 ","$47,072 ","$58,536 ","293,384","113,449"
1172,Iowa,Jackson,"$24,493 ","$46,467 ","$56,474 ","19,737","8,479"
1173,Georgia,Jones,"$24,485 ","$51,497 ","$60,290 ","28,650","10,384"
1174,Pennsylvania,Susquehanna,"$24,477 ","$48,231 ","$57,595 ","42,948","17,163"
1175,Illinois,Scott,"$24,471 ","$49,669 ","$61,563 ","5,288","2,113"
1176,Indiana,Shelby,"$24,459 ","$51,440 ","$60,234 ","44,511","17,171"
1177,New York,Yates,"$24,457 ","$49,335 ","$60,271 ","25,293","9,602"
1178,Minnesota,Benton,"$24,453 ","$52,200 ","$64,694 ","38,756","15,359"
1179,Ohio,Stark,"$24,453 ","$45,641 ","$57,381 ","375,348","150,003"
1180,Nebraska,Wayne,"$24,448 ","$52,147 ","$69,696 ","9,499","3,401"
1181,Maine,Androscoggin,"$24,442 ","$44,921 ","$57,444 ","107,634","44,006"
,Louisiana,,"$24,442 ","$44,874 ","$56,288 ","4,567,968","1,707,852"
1182,South Carolina,Georgetown,"$24,437 ","$40,131 ","$51,852 ","60,280","23,115"
1183,Nevada,White Pine,"$24,435 ","$48,586 ","$63,982 ","10,023","3,357"
1184,Virginia,Prince George,"$24,434 ","$63,074 ","$70,566 ","36,462","10,848"
1185,Minnesota,Carlton,"$24,434 ","$53,016 ","$63,548 ","35,398","13,789"
1186,Montana,Fergus,"$24,429 ","$38,344 ","$52,473 ","11,517","4,924"
1187,Oregon,Polk,"$24,426 ","$52,808 ","$62,802 ","75,930","28,239"
,Tennessee,,"$24,409 ","$44,298 ","$54,779 ","6,402,387","2,475,195"
1188,Iowa,Des Moines,"$24,408 ","$42,451 ","$53,237 ","40,301","16,993"
1189,Arkansas,Faulkner,"$24,401 ","$50,314 ","$65,155 ","115,928","42,413"
1190,Oregon,Jackson,"$24,378 ","$44,005 ","$53,254 ","205,117","83,140"
1191,Indiana,Vanderburgh,"$24,378 ","$43,540 ","$58,352 ","180,233","73,963"
1192,Michigan,Antrim,"$24,370 ","$45,362 ","$53,125 ","23,504","9,731"
1193,Wisconsin,Pepin,"$24,367 ","$47,701 ","$58,770 ","7,417","3,085"
1194,New Hampshire,Coos,"$24,367 ","$41,985 ","$53,813 ","32,520","14,531"
1195,Michigan,St. Clair,"$24,357 ","$48,066 ","$58,697 ","161,865","64,379"
1196,Louisiana,Calcasieu,"$24,355 ","$43,499 ","$55,484 ","193,528","73,726"
1197,Texas,Colorado County,"$24,348 ","$45,146 ","$55,408 ","20,776","8,079"
1198,Illinois,Morgan,"$24,337 ","$46,809 ","$62,224 ","35,424","13,926"
1199,West Virginia,Marshall,"$24,329 ","$40,681 ","$51,779 ","32,840","14,042"
1200,Texas,Jack,"$24,325 ","$49,038 ","$64,836 ","9,012","2,972"
1201,Iowa,Sioux,"$24,324 ","$57,227 ","$67,067 ","34,050","11,623"
1202,Idaho,Boise,"$24,324 ","$41,056 ","$55,586 ","6,944","2,994"
1203,Oregon,Sherman,"$24,314 ","$42,639 ","$57,115 ","1,865",827
1204,Indiana,Clark,"$24,312 ","$50,496 ","$60,754 ","111,221","42,502"
1205,Michigan,Otsego,"$24,312 ","$47,584 ","$56,823 ","24,127","9,818"
1206,Kentucky,Bullitt,"$24,308 ","$54,836 ","$62,514 ","75,250","27,874"
1207,Louisiana,Caddo,"$24,308 ","$41,053 ","$52,823 ","255,551","98,554"
1208,Texas,Lavaca,"$24,299 ","$44,149 ","$54,765 ","19,351","7,711"
1209,Indiana,Jasper,"$24,297 ","$57,500 ","$67,259 ","33,398","11,924"
1210,Illinois,Clark,"$24,296 ","$47,405 ","$55,434 ","16,284","6,568"
1211,Wisconsin,Milwaukee,"$24,295 ","$43,193 ","$55,164 ","950,527","379,637"
1212,Kansas,Ellis,"$24,291 ","$43,085 ","$63,712 ","28,746","11,824"
1213,Oregon,Yamhill,"$24,290 ","$54,535 ","$62,284 ","99,802","34,138"
1214,Iowa,Howard,"$24,286 ","$46,429 ","$55,582 ","9,560","3,884"
1215,Iowa,Black Hawk,"$24,273 ","$45,747 ","$61,495 ","131,468","52,276"
1216,Iowa,Louisa,"$24,272 ","$50,583 ","$57,545 ","11,348","4,381"
1217,Montana,Broadwater,"$24,270 ","$45,932 ","$49,362 ","5,666","2,421"
1218,Indiana,Wells,"$24,269 ","$48,136 ","$57,459 ","27,707","10,904"
1219,North Carolina,Craven,"$24,260 ","$47,141 ","$55,689 ","104,041","39,931"
1220,Montana,Judith Basin,"$24,260 ","$41,932 ","$55,089 ","2,043",879
1221,Utah,Rich,"$24,258 ","$50,000 ","$65,250 ","2,279",664
1222,Indiana,Gibson,"$24,258 ","$49,329 ","$61,861 ","33,514","13,094"
1223,Idaho,Nez Perce,"$24,257 ","$46,503 ","$58,875 ","39,458","16,019"
1224,Texas,Bexar,"$24,253 ","$50,112 ","$58,289 ","1,753,238","604,698"
1225,Texas,Ector,"$24,247 ","$51,466 ","$59,067 ","141,542","49,962"
1226,Mississippi,Franklin,"$24,234 ","$32,372 ","$39,234 ","8,013","3,311"
1227,Oregon,Lane,"$24,224 ","$42,931 ","$56,605 ","353,382","144,912"
1228,Nebraska,Platte,"$24,219 ","$51,213 ","$60,814 ","32,350","12,477"
1229,Illinois,Adams,"$24,217 ","$45,073 ","$58,992 ","67,152","26,912"
,Oklahoma,,"$24,208 ","$45,339 ","$56,464 ","3,785,742","1,444,081"
1230,South Dakota,Marshall,"$24,205 ","$46,597 ","$64,375 ","4,657","1,683"
1231,Iowa,Webster,"$24,203 ","$41,624 ","$57,137 ","37,626","15,458"
1232,Kansas,Wabaunsee,"$24,199 ","$54,694 ","$65,417 ","7,050","2,693"
1233,Colorado,Adams,"$24,195 ","$56,270 ","$64,611 ","452,030","152,803"
1234,Pennsylvania,Wyoming County,"$24,195 ","$48,482 ","$58,479 ","28,177","10,992"
1235,Pennsylvania,Erie,"$24,189 ","$45,202 ","$58,451 ","280,518","109,675"
1236,Florida,Lake,"$24,183 ","$45,035 ","$54,237 ","300,926","117,250"
1237,Pennsylvania,Warren,"$24,179 ","$43,764 ","$56,410 ","41,429","17,257"
1238,Oklahoma,Garfield,"$24,177 ","$44,530 ","$53,572 ","60,956","23,508"
1239,Kansas,Rush,"$24,175 ","$42,610 ","$52,727 ","3,233","1,529"
1240,Illinois,Jasper,"$24,174 ","$52,233 ","$59,406 ","9,680","3,904"
1241,New York,Schuyler,"$24,173 ","$46,976 ","$58,866 ","18,432","7,684"
1242,Texas,Leon,"$24,170 ","$44,452 ","$54,609 ","16,802","6,349"
1243,Georgia,Paulding,"$24,168 ","$61,837 ","$67,668 ","143,845","47,881"
1244,New York,Washington County,"$24,168 ","$52,361 ","$61,494 ","63,237","24,499"
1245,South Carolina,Berkeley,"$24,165 ","$52,427 ","$59,373 ","184,366","65,392"
1246,New York,Otsego,"$24,165 ","$47,765 ","$60,526 ","62,029","24,078"
1247,Virginia,Alleghany,"$24,162 ","$44,848 ","$59,384 ","16,240","6,773"
1248,Kentucky,Anderson,"$24,161 ","$52,646 ","$64,806 ","21,575","8,323"
1249,Ohio,Mercer,"$24,157 ","$52,535 ","$64,758 ","40,811","15,851"
1250,Utah,Kane,"$24,154 ","$48,540 ","$58,883 ","7,176","3,077"
1251,South Dakota,Campbell,"$24,152 ","$35,729 ","$50,938 ","1,435",679
1252,Kentucky,Hardin,"$24,147 ","$48,687 ","$58,565 ","106,211","39,401"
1253,Michigan,Allegan,"$24,140 ","$52,061 ","$59,509 ","111,742","41,794"
1254,Iowa,Chickasaw,"$24,139 ","$43,971 ","$55,735 ","12,379","5,364"
1255,Kentucky,Mercer,"$24,138 ","$45,396 ","$58,533 ","21,313","8,745"
1256,Minnesota,Pipestone,"$24,137 ","$46,019 ","$56,071 ","9,470","3,924"
1257,Missouri,Holt,"$24,127 ","$42,979 ","$53,578 ","4,771","2,218"
1258,Indiana,Marion,"$24,124 ","$42,334 ","$52,417 ","912,242","360,072"
60%,,,"$24,122 ",,,,
1259,Nebraska,Holt,"$24,120 ","$44,427 ","$58,608 ","10,435","4,469"
1260,Kansas,Jackson,"$24,117 ","$54,546 ","$63,807 ","13,430","5,273"
1261,Iowa,Marshall,"$24,117 ","$51,555 ","$60,501 ","40,800","15,350"
1262,Louisiana,Terrebonne,"$24,114 ","$49,960 ","$60,417 ","111,868","39,279"
1263,Minnesota,Rock,"$24,101 ","$46,623 ","$58,835 ","9,601","3,970"
1264,Illinois,Wabash,"$24,096 ","$47,365 ","$61,412 ","11,848","4,785"
1265,Wisconsin,Rock,"$24,094 ","$49,435 ","$60,120 ","160,345","63,309"
1266,Texas,Throckmorton,"$24,086 ","$39,286 ","$42,368 ","1,623",758
1267,Indiana,Franklin,"$24,085 ","$49,516 ","$63,675 ","23,042","8,551"
1268,Minnesota,Itasca,"$24,079 ","$46,912 ","$56,705 ","45,219","18,862"
1269,Missouri,Carroll,"$24,073 ","$46,002 ","$61,400 ","9,216","3,613"
1270,Indiana,Howard,"$24,071 ","$43,590 ","$57,615 ","82,795","34,544"
1271,Texas,Gregg,"$24,064 ","$45,525 ","$56,869 ","122,258","45,292"
1272,Texas,Stonewall,"$24,063 ","$42,429 ","$54,167 ","1,363",578
1273,Colorado,Huerfano,"$24,058 ","$33,298 ","$41,862 ","6,625","3,059"
1274,West Virginia,Wood,"$24,042 ","$42,287 ","$53,647 ","86,779","35,569"
1275,Wyoming,Fremont,"$24,037 ","$50,418 ","$60,397 ","40,517","15,425"
1276,Ohio,Shelby,"$24,028 ","$50,427 ","$60,939 ","49,317","18,311"
1277,Kansas,Kingman,"$24,026 ","$47,466 ","$58,299 ","7,860","3,223"
1278,South Dakota,Beadle,"$24,025 ","$42,196 ","$58,207 ","17,663","7,343"
1279,Ohio,Madison,"$24,014 ","$54,956 ","$65,696 ","43,221","14,611"
1280,Michigan,Berrien,"$24,013 ","$43,633 ","$56,324 ","156,290","60,414"
1281,Pennsylvania,Wayne,"$24,005 ","$49,313 ","$58,934 ","52,212","19,558"
1282,Texas,Grayson,"$24,003 ","$46,429 ","$57,313 ","121,292","46,559"
